,title,startYear,runtimeMinutes,genres,actor_or_actress,director,producer,averageRating,numVotes,adult,backdrop_path,original_language,overview,poster_path,production_countries,release_date,production_companies_name
2616,Ko,2011,128.0,"Action,Thriller",,"K.V. Anand (1966, 2021)",,7.9,6709,False,/19pGxP79ciHgdQ20bzc0KCM1Ogg.jpg,ta,"Ashwin is a photographer, covering the upcoming elections for a newspaper. His life gets entangled with politics when one of his published photographs upsets a corrupt political party.",/oe91RGQkLROh0rTNoStnse1p0qw.jpg,['IN'],2011-04-22,['R S Infotainment']
2617,Svet Koji Nestaje,1987,109.0,Documentary,,"Petar Lalovic (1932, 2015)","Petar Lalovic (1932, 2015)",9.5,382,False,/2HIc4rshZOLcQ2BvG3UPjwE9P6U.jpg,sh,"It is a love story. When the twelve-breasted boar's sow farrows thirteen piglets, not having enough ""sucking space"" for the thirteenth, she rejects it and for the most part such piglets die. This drama from the world of animals paints the harshness of nature to the unwanted ""thirteenth piglet"", which we named Gile Baksuz (Gile Bad Luck). The rejected piglet is taken and given shelter by another species - a roe and her fawn...",/tXw4S7MMVe25QPxmZHeKQKsYbgU.jpg,['YU'],1987-12-30,[]
2618,Foo Fighters: Back and Forth,2011,101.0,"Documentary,Music",,"James Moll (1963, \N)",,8.2,6626,False,/jIU24L8jxL5UzavytzVyaslLWHO.jpg,en,"FOO FIGHTERS BACK AND FORTH chronicles the 16 year history of the Foo Fighters: from the band's very first songs created as cassette demos Dave Grohl recorded during his tenure as Nirvana's drummer, through its ascent to their Grammy-winning, multi-platinum, arena and stadium headlining status as one of the biggest rock bands on the planet.",/9t11iPy8Mo5O4yHorqcKXXDLwtt.jpg,['US'],2011-04-05,[]
2619,Django Unchained,2012,165.0,Western,,"Quentin Tarantino (1963, \N)",,8.5,1790743,False,/2oZklIzUbvZXXzIFzv7Hi68d6xf.jpg,en,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,['US'],2012-12-25,"['The Weinstein Company', 'Columbia Pictures']"
2620,Ekümenopolis: Ucu olmayan sehir,2011,88.0,Documentary,,"Imre Azem (\N, \N)",,8.0,1350,False,,tr,"Ecumenopolis: City Without Limits"" tells the story of Istanbul and other Mega-Cities on a neo-liberal course to destruction. It follows the story of a migrant family from the demolition of their neighborhood to their on-going struggle for housing rights. The film takes a look at the city on a macro level and through the eyes of experts, going from the tops of mushrooming skyscrapers to the depths of the railway tunnel under the Bosphorous strait; from the historic neighborhoods in the south to the forests in the north; from isolated islands of poverty to the villas of the rich. It's an Istanbul going from 15 million to 30 million. It's an Istanbul going from 2 million cars to 8 million. It's the Istanbul of the future that will soon engulf the entire region. It's an Istanbul nobody has ever seen before.",/9dbicT9xVs73XZbq7mFE1i9jX0N.jpg,[],2011-04-15,"['Filmförderung Hamburg Schleswig-Holstein', 'York Street Productions']"
2621,Star Syndrome,2023,113.0,"Comedy,Drama,Music",,"Soleh Solihun (\N, \N)",,8.5,101,False,,id,Former singer wants to come back but the music industry has changed.,/9NSC47BtAzgnUofVmmy41PPrUdq.jpg,['ID'],2023-06-08,['Mahakarya Pictures']
2622,Blade Runner 2049,2017,164.0,"Action,Drama,Mystery",,"Denis Villeneuve (1967, \N)",,8.0,713390,False,/ilRyazdMJwN05exqhwK4tMKBYZs.jpg,en,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,"['CA', 'HU', 'MX', 'ES', 'GB', 'US']",2017-10-04,"['Torridon Films', '16:14 Entertainment', 'Scott Free Productions', 'Columbia Pictures', 'Alcon Entertainment', 'Thunderbird Entertainment', 'Warner Bros. Pictures']"
2623,Kaun Pravin Tambe?,2022,134.0,"Biography,Drama,Sport","Nyshita Bajaj (\N, \N), Shekhar Betkar (\N, \N), Varoon Varma (\N, \N)","Jayprad Desai (\N, \N)","Sudip Tewari (\N, \N)",8.3,11478,False,/xuAsdWOc9RkNJwslUV64dk09Tjm.jpg,hi,Mumbai-born leg-spinner Pravin Tambe made his debut in professional cricket at the age of 41 in the IPL for Rajasthan Royals in 2013 not having played any international or even first-class cricket before that. The story traces the extraordinary journey of Tambe as he became the oldest debutant - at an age when most cricketers have retired or are on the verge of retirement - a modern-day fable of an underdog who fought against his destiny.,/w6t4nzjbmlGDAYnNvUeo6zxMySC.jpg,['IN'],2022-04-01,"['Friday Filmworks', 'Star Studios', 'Bootroom Sports']"
2624,Deiva Thirumagal,2011,166.0,Drama,,"N Kumar (\N, \N), A.L. Vijay (1979, \N)",,8.2,6849,False,/ofxq93dSF85goDtNfQoquo8LTWS.jpg,ta,"An intellectually disabled man fights for custody of his 7-year-old daughter, and in the process teaches his opponent lawyer the value of love and family.",/cPHcgVhxqM7JLVTI1tX5ohmnsQj.jpg,['IN'],2011-06-03,"['Sree Rajakaliamman Medias', 'UTV Motion Pictures']"
2625,The Transition Period,2010,113.0,"Documentary,History",,"Hao Zhou (\N, \N)",,7.9,180,False,,zh,"As Chinese Communist Party secretary, Guo Yongchang was the most powerful man in his county, located in the rural inland province of Henan.  Guo invited acclaimed documentary filmmaker Zhou Hao to record his final months in office. Through Zhou’s lens, we see Guo work tirelessly to achieve his greatest desire: for Henan to match the affluence of booming coastal areas.Â  Zhou also captures the sordid details of local-level politics in pursuit of growth: lavish parties with foreign investors, threats to local workers protesting unpaid wages, and offers of bribes and kickbacks. (dGenerate Films)",/gsp4k639RD54zwlInCSdbjkXn98.jpg,['CN'],2009-03-28,[]
2626,Usaqligin son gecäsi,1968,89.0,"Comedy,Drama","Töraxanim Zeynalova (\N, \N), Säyavus Säfiyev (1937, 2001), Ataya Aliyeva (\N, \N), Xosrov Abdullayev (\N, \N), Qorxmaz Atakisiyev (\N, \N)","Arif Babayev (1928, 1983)",,8.0,281,False,/yiPnBBDZoQzFlk0SAU5VEyAdjTY.jpg,az,"Murad, a young man fails the entrance exam to the Institute and starts working at the meat factory. His cousin Rustam, a worker on a building site, fights with him against the dishonest people who sell pieces of meat from the factory. After a series of dramatic situations, Murad and Rustam manage to uncover the thieves.",/mATs6BsrnABmjeejtCDXlhBrTIG.jpg,['SU'],1968-12-08,['Azerbaijanfilm']
2627,Le chant de la mer,2014,93.0,"Adventure,Animation,Drama","Colm Ó'Snodaigh (\N, \N), Kevin Swierszcz (\N, \N)","Tomm Moore (1977, \N)","Tomm Moore (1977, \N)",8.0,65769,False,/AaIRBsx4hpa2fVQzeCfFyOdzCEM.jpg,en,"The story of the last Seal Child’s journey home. After their mother’s disappearance, Ben and Saoirse are sent to live with Granny in the city. When they resolve to return to their home by the sea, their journey becomes a race against time as they are drawn into a world Ben knows only from his mother’s folktales. But this is no bedtime story; these fairy folk have been in our world far too long. It soon becomes clear to Ben that Saoirse is the key to their survival.",/3DBX7QOEzWPNcDhqXInk6GBEvhK.jpg,"['BE', 'DK', 'FR', 'IE', 'LU', 'GB']",2014-09-06,"['Digital Graphics', 'Big Farm', 'Cartoon Saloon', 'Super Productions', 'Magellan Films', 'Noerlum Studios', 'Studio 352', 'Screen Ireland', 'Melusine Productions', 'StudioCanal UK', 'WestEnd Films', 'Eurimages', 'MEDIA Programme of the European Union', 'Haut et Court', 'CNC', 'OCS']"
2628,Amateur,2011,76.0,Documentary,"Jorge Mario (\N, \N)","Nestor Frenkel (1967, \N)",,7.9,107,False,/xGQYig0qGTmfjEOqtHzql2i7iSP.jpg,es,"Documentary about an Argentinian dentist who is also an enthusiastic Super-8 filmmaker and his magnum opus, 'Winchester Martin'.",/qeyJTB8mpz7INz7JvllE4LQDJCP.jpg,['AR'],2011-05-05,[]
2629,Polar Bears: Spy on the Ice,2011,,Documentary,,"John Downer (\N, \N)","Anna Thomas (\N, \N)",8.1,244,False,,en,"Shot mainly using spy cameras, this film gets closer than ever before to the world's greatest land predator. As the film captures its intimate portrait of polar bears' lives, it reveals how their intelligence and curiosity help them cope in a world of shrinking ice.",/uidkQw5oJZMJcGFE48tJjagYlXs.jpg,[],2011-02-22,[]
2630,BTS Permission to Dance on Stage - Seoul: Live Viewing,2022,195.0,"Documentary,Music",,"Ha Jung Jae (\N, \N)",,7.9,17561,False,/ttsFffDoso5BIqNugMoQDBI9A34.jpg,ko,"‘BTS PERMISSION TO DANCE ON STAGE - SEOUL’, a performance for BTS and ARMY to dance together live.  Join us as BTS and ARMY become one once again with music and dance in this unmissable live concert experience broadcast from Seoul to cinemas around the world!  ‘BTS PERMISSION TO DANCE ON STAGE’ is the latest world tour series headlined by 21st century pop icons BTS, featuring powerful performances and the greatest hit songs from throughout their incredible career. The earlier Los Angeles shows were seen by approximately 813,000 people across the four sold-out shows, making them one of the most successful shows in 2021.",/d5Qg9sbntjqmuswpIuF7BltuUZq.jpg,['KR'],2022-03-12,"['HYBE', 'Big Hit Entertainment']"
2631,Los constructores de la Alhambra,2022,112.0,Documentary,"Mehdi Regragui (\N, \N), Diego León García (\N, \N), Manuel Rodríguez (\N, \N)","Isabel Fernández (\N, \N)",,8.1,102,False,/9NVTaQHci6NYWpgH1wEJnyRJcJX.jpg,es,"Men and women who built the emblematic fort, as they strove to reach the formula for perfect beauty.",/6VxbmTqvlXwWv5J43WSQSmi0N8L.jpg,"['DE', 'QA', 'AT', 'ES']",2022-11-25,"['ZDF', 'ORF', 'AlJazeera Documentary Channel', 'Al Pati Productions', 'Polar Star Films', 'El de las dos Vidas AIE', 'RVTE', 'Canal Sur', 'ARTE']"
2632,Uçurtmam tellere takildi,2010,64.0,"Biography,Documentary,Music",,"Ümit Kivanç (1956, \N)","Gülten Kaya (\N, \N)",8.5,327,False,,tr,"What kind of a person was Ahmet Kaya? What kind of music did he compose? How did he become a controversial pop icon? What did he think and say about homeland, democracy, human rights and Kurdish reality? and what did we do to him?",/gfaG7DEkXw6EjZ2jWQ7WTyosz76.jpg,[],2010-05-01,[]
2633,Magyar Retró,2010,82.0,Documentary,,"Gábor Zsigmond Papp (1966, \N)",,8.2,133,False,,hu,"A feature length, lively - montage style - documentary, capturing the essence of what life was like in socialist Hungary - dubbed the ""The most cheerful barrack"" back then - using contemporary music, interviews, adverts and news footages.",/fSyulLMW0wkwLDnojWdU0ccvbyt.jpg,[],2010-01-01,['Bologna Film']
2634,Le Batman,2022,176.0,"Action,Crime,Drama",,"Matt Reeves (1966, \N)",,7.8,870712,False,/b0PlSFdDwbyK0cf5RxwDpaOJQvQ.jpg,en,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",/74xTEgt7R36Fpooo50r9T25onhq.jpg,['US'],2022-03-01,"['6th & Idaho', 'Dylan Clark Productions', 'DC Films', 'Warner Bros. Pictures']"
2635,X-Men: Jours d'un avenir passé,2014,132.0,"Action,Adventure,Sci-Fi",,"Bryan Singer (1965, \N)",,7.9,770042,False,/fctQU5MoXgJ5pNMljFzlEFXwfSu.jpg,en,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,/tYfijzolzgoMOtegh1Y7j2Enorg.jpg,['US'],2014-05-15,"['Bad Hat Harry Productions', ""The Donners' Company"", 'Simon Kinberg Productions', '20th Century Fox']"
2636,Milana,2007,155.0,Romance,"Apoorvashree (\N, \N), Preethi S. Babu (\N, \N)","Prakash (\N, \N)","Prakash (\N, \N)",8.3,1424,False,/eJnLlH11bFzTILVHZPCpRQmL6Nr.jpg,kn,"Hero is in love with a girl who is forced to marry a police officer. Hero is later forced by his parents to marry a girl liked by them. Here starts the trouble again, even she wants a divorce from him. Will hero divorce her or they are happy with each other is the later part of the story",/gw6sfKGRG6vy9OcZDu5HgBUP81o.jpg,['IN'],2007-09-14,"['Sri Chowdeshwari Cine Creations', 'Sri Jaimatha Combines']"
2637,Debtocracy,2011,75.0,Documentary,,"Aris Chatzistefanou (\N, \N), Katerina Kitidi (\N, \N)","Kostas Efimeros (\N, \N)",7.8,795,False,,el,Debtocracy seeks the causes of the Greek debt crisis and proposes solutions sidelined by the government and the dominant media. It follows countries like Ecuador that created debt Audit Commissions and tracks this process in Greece.,/u0zU80umTwuWnF8Io8rG1eohDOj.jpg,['GR'],2011-04-06,"['Moviementa Productions', 'BitsnBytes']"
2638,Bol,2011,151.0,Drama,"Mahnoor Khan (\N, \N), Amr Kashmiri (\N, \N)","Shoaib Mansoor (\N, \N)",,8.2,9319,False,/7lYI14JPZn2rnXUOP3l3mA3TzJC.jpg,ur,"The patriarch of a religious Muslim family refuses to accept his intersex child, tearing his family apart.",/AcovTrikwhn55uXj8hAeRvGFOsA.jpg,['PK'],2011-06-24,['Shoman Productions']
2639,Human Resources: Social Engineering in the 20th Century,2010,119.0,Documentary,,"Scott Noble (\N, \N)",,8.4,183,False,,en,"Documentary film exploring the rise of mechanistic philosphy and the exploitation of human beings under modern hierarhical systems. Topics covered include behaviorism, scientific management, work-place democracy, schooling, frustration-aggression hypothesis and human experimentation.",,[],2010-12-01,['Metanoia Films']
2640,Phantom: The Musical Live,2021,177.0,"Drama,Musical,Romance","Joowon Kim (\N, \N), Cho Kyu-hyun (1988, \N)","Jaeseok Park (\N, \N)","Kanghyun Lee (\N, \N), Sophy Jiwon Kim (\N, \N)",8.1,174,False,/xHYrA3HWnspfx38TLQP54NhAsld.jpg,ko,,/1J5Xm3362QK3ezT0BQZCnJ0AAlC.jpg,['KR'],2021-12-01,"['Wys En Scène', 'EMK Musical Company', 'Wysiwyg Studios']"
2641,Model Minority,2012,94.0,Drama,,"Lily Mariye (\N, \N)","Boney James (1961, \N)",8.3,2356,False,/k1ZHZJXlwWbRLsLMQS7hCnDTob7.jpg,en,"Kayla, an underprivileged Japanese American 16 year old, endangers her promising future as an aspiring artist when she becomes involved with a drug dealer.",/fOIPf14eq3dSeagpo1TbiKhkXoF.jpg,['US'],2012-05-11,['Nice Girls Films']
2642,Spotlight: édition spéciale,2015,129.0,"Biography,Crime,Drama",,"Tom McCarthy (1966, \N)",,8.1,518696,False,/8FbbcmwmpGd7brfiC7f7lWFNGdi.jpg,en,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",/rBkptJyAMqCfoMwUGQfCpubroec.jpg,"['CA', 'US']",2015-11-06,"['Participant', 'Anonymous Content', 'Rocklin / Faust', 'First Look Media', 'Open Road Films', 'Entertainment One', 'Topic Studios', 'Seville International']"
2643,South Beach Shark Club,2022,104.0,"Documentary,Sport",,"Robert Requejo Ramos (\N, \N)","Pedro Gomez (\N, \N), Robert Requejo Ramos (\N, \N)",8.6,105,False,,en,"In the early 1970s on the shores of sleepy Miami Beach, a group of teenage outcasts are ushered into adulthood by the enigmatic Rene De Dios, the self-proclaimed ""greatest shark fisherman in the world.""",/4Ypa28xYi9RP7GdSNqVT789gFLG.jpg,['US'],2022-03-06,[]
2644,Billie's Magic World,2023,90.0,"Animation,Comedy,Family",,"Francesco Cinquemani (1978, 2024)",,8.1,431,False,,it,,,['IT'],,"['Iervolino & Lady Bacardi Entertainment', 'Minerva Pictures Group']"
2645,Psywar,2010,99.0,Documentary,,"Scott Noble (\N, \N)",,7.9,236,False,/1hXFyVjSxnQwYSc46p6RNC11T6l.jpg,en,"This film explores the evolution of propaganda and public relations in the United States, with an emphasis on the elitist theory of democracy and the relationship between war, propaganda and class. Includes original interviews with a number of dissident scholars including Noam Chomsky, Howard Zinn, Michael Parenti, Peter Phillips (Project Censored), John Stauber (PR Watch), Christopher Simpson (The Science of Coercion) and others. A deep, richly illustrated study of the nature and history of propaganda, featuring some of the world’s most insightful critics, Psywar exposes the propaganda system, providing crucial background and insight into the control of information and thought.",/8i17ydGTzay0PbbRkT9ipLkah1N.jpg,['US'],2010-10-08,[]
2646,Guerrilla,2011,140.0,"Drama,History,War","Golam Mowla Shaymol (\N, \N), Omer Alaz (\N, \N), Shajjad Ahmed (\N, \N)","Nasiruddin Yousuff (1950, \N)",,8.1,2791,False,/4fdDQKFMvVo6zcjFSLfNrvJApfP.jpg,bn,"Bilkis Banu, lost her husband Hasan on the bloody night of 25th March 1971. She tries to forget him and concentrate on the urban guerrilla movements of Dhaka with Altaf Mahmud, Shahadat, Mrs Khan and many more. But the when spies and the razakars inform on them, most of their people get arrested and Bilkis has to run for her lives, towards her village.",/ciKSW4V4tISwINhMdLN4pnmaWBj.jpg,['BD'],2011-04-14,['Impress Telefilm']
2647,Stanley Ka Dabba,2011,96.0,"Comedy,Drama,Family","Ganesh Pujari (\N, \N), Partho A. Gupte (\N, \N), Monty Sarkar (\N, \N), Numaan Sheikh (\N, \N), Abhishek Reddy (\N, \N), Leo Crasto (\N, \N), Sai Shara Shetty (\N, \N), Tijo Thomas (\N, \N)","Amole Gupte (1962, \N), Mukesh Kumar (\N, \N)","Amole Gupte (1962, \N)",7.8,7876,False,,hi,"School boy Stanley does not carry lunch, which is noticed by a teacher who forces kids to share their food with him. He soon warns Stanley that he must get a lunch box if he wants to attend school.",/6ivNFQZCg7ZeDtPK900DD4iwPSc.jpg,['IN'],2011-05-13,['Star Studios']
2648,The Bitter Orange,2007,90.0,"Drama,Romance","Kenza Fridou (\N, \N), Soumaya Amghar (\N, \N)","Bouchra Ijork (\N, \N)",,8.0,143,False,/lTXEqGxlNo3mzuaWns6cFpGzT3Q.jpg,ar,Souadia's monotonous life changes after an encounter with a police officer (Amin) next to an orange tree,/5pYMImmUBlVZMvR9Y9M0veg34IN.jpg,[],2007-09-14,[]
